"blackout shade","multi-use screwdriver","shovel","vacuum sealer","tool set","humidifier","air mattress","clothing iron","hairdryer","wireless receiver","fireextinguisher","toolbox","bike pump","snow shovel","coffee maker","pressure cooker","thermos","growler","travel mug","food thermometer","usb battery","blender","knife sharpener","electric kettle","electric toothbrush","toaster","carbonator","lumbar pillow","backpack","rainjacket","casserole pan","portable speaker","bluetooth keyfinder","smartphone tripod","portable gas grill","smart bathroom scale","christmas tree stand","drone for beginners","external harddrive","portable ice maker","cat bed","dog coat","bluetooth headphones","white noise machine","Amazon echo","sheet set","space heater","handheld vacuum","bath towel","sunrise alarm clock"
40,15,20,35,20,30,65,15,10,20,15,20,10,20,15,22,9,16,12,8,30,16,20,35,35,15,25,32,9,50,20,30,32,10,35,40,30,70,50,50,5,5,15,15,40,20,22,35,30,30
20,4,0,5,10,0,10,0,10,0,0,20,0,0,0,19,4,9,0,10,0,0,0,0,19,3,20,10,5,19,3,5,0,10,20,5,0,5,20,20,0,5,5,2,40,10,30,31,5,0
55,17,26,57,44,40,22,20,1,19,45,45,25,45,31,60,26,26,20,30,30,22,45,34,16,14,6,19,56,61,36,30,5,7,55,40,14,45,35,9,30,55,21,9,0,36,35,35,27,58
5,3,3,19,8,5,31,9,0,9,9,1,2,2,9,20,1,6,2,11,7,9,2,3,29,14,1,4,8,51,11,30,9,8,4,19,2,10,19,2,5,2,16,2,29,30,18,9,5,4
0,0,0,30,10,10,30,0,0,20,0,10,10,0,10,10,0,10,5,0,20,10,0,0,21,5,6,5,20,20,5,15,0,0,61,19,0,63,0,0,0,0,40,0,50,15,20,10,10,0
30,10,20,20,40,70,70,10,20,30,20,40,25,20,60,45,15,10,15,20,30,40,15,35,20,30,40,15,35,60,10,20,20,15,85,25,10,90,100,25,20,20,40,10,80,15,60,50,10,25
23,14,36,38,68,25,29,23,17,20,35,40,9,22,51,26,27,19,16,17,23,35,16,55,47,26,59,34,82,93,5,22,20,10,63,38,13,72,56,38,18,16,28,10,25,82,44,35,26,34
40,5,0,15,20,15,17,6,4,0,0,10,1,1,6,0,13,0,0,4,10,6,5,7,4,14,3,0,0,10,1,6,10,3,4,0,0,16,1,4,5,0,0,0,21,8,11,50,9,0
14,13,20,30,45,6,19,30,22,50,40,9,19,20,40,50,11,3,5,29,6,15,8,29,5,10,10,29,24,61,31,5,8,10,68,60,1,70,75,23,12,10,8,60,14,30,51,30,4,14
50,5,5,20,5,20,10,0,10,30,10,0,0,0,20,20,10,10,10,20,50,10,20,30,50,5,0,40,5,15,30,50,40,0,0,10,11,5,80,10,5,5,40,0,0,10,10,50,10,0
51,10,10,77,61,40,77,30,20,40,30,41,14,25,41,57,24,25,10,15,29,31,46,40,40,29,32,41,61,36,15,30,39,19,40,86,25,45,30,56,40,24,65,19,41,50,45,25,24,19
21,20,16,57,18,41,83,30,31,30,28,24,21,14,42,68,14,23,13,24,18,57,20,36,51,30,36,19,40,65,19,33,32,25,34,72,22,62,62,39,19,23,61,67,39,40,30,62,16,55
0,0,0,13,11,6,12,9,2,11,24,0,1,10,19,9,0,0,1,0,14,7,9,6,0,0,6,5,11,12,0,9,12,0,13,20,7,10,30,3,0,4,6,5,9,11,10,10,0,9
16,9,11,31,30,30,22,15,12,31,31,16,26,15,35,35,21,16,10,15,21,28,23,35,8,15,33,25,21,61,16,35,33,23,55,36,16,40,36,24,24,11,57,21,40,26,22,28,18,22
80,5,10,20,25,80,65,20,0,55,5,0,30,0,40,90,10,10,15,5,35,75,5,35,60,20,90,5,95,100,10,85,55,30,40,45,5,85,10,5,5,5,15,55,25,10,30,15,10,55
5,7,6,40,20,10,70,13,40,10,7,20,5,8,49,43,15,13,11,5,10,15,6,18,8,19,10,40,18,60,11,20,19,10,40,20,5,31,6,5,0,4,45,20,40,60,61,41,10,25
11,0,0,0,11,9,0,16,0,5,0,0,0,0,0,40,7,0,4,15,7,0,0,20,10,0,5,6,15,20,20,4,10,6,7,0,0,0,27,12,16,16,9,10,0,9,2,17,0,8
15,28,15,20,25,40,51,20,16,31,20,33,13,16,25,72,10,11,9,10,12,29,35,40,25,19,35,20,25,23,10,40,30,15,50,12,19,100,80,39,19,12,30,40,100,15,30,19,10,15
40,30,20,69,80,60,56,40,35,60,91,35,20,30,40,51,15,25,19,40,30,25,40,30,20,30,45,30,20,80,30,51,70,20,40,70,39,100,70,60,20,35,81,39,90,51,65,90,19,40
5,9,15,50,15,30,30,10,10,15,15,24,5,14,10,30,5,7,5,19,5,5,10,9,5,14,13,7,12,40,5,10,3,5,22,15,5,19,25,20,5,5,20,4,10,22,30,19,13,7
25,10,24,20,29,29,51,24,24,10,25,11,15,28,33,20,14,25,15,10,14,25,10,25,10,10,32,13,33,10,35,20,31,19,18,24,28,23,9,31,23,12,15,9,15,29,25,35,25,4
30,10,15,70,30,20,20,10,5,20,10,30,5,0,50,30,15,10,10,30,30,20,9,30,15,40,50,50,20,50,35,20,20,10,80,20,0,80,100,40,15,10,30,0,80,60,30,20,20,60
0,7,17,1,17,27,1,1,1,1,17,1,1,27,1,47,1,1,1,1,1,23,1,1,1,1,1,1,1,67,36,1,1,1,1,1,1,1,1,1,1,0,1,1,1,47,47,1,16,1
20,8,41,30,62,42,51,19,30,21,51,35,22,20,79,51,38,26,17,29,20,15,21,20,20,82,42,20,40,51,42,32,34,22,78,31,22,33,40,35,40,20,91,30,31,40,30,35,8,51
21,8,4,14,25,9,19,33,17,19,10,10,1,0,25,11,9,24,25,9,22,23,8,24,40,17,5,22,15,65,26,15,10,8,25,9,10,9,47,19,0,0,78,18,43,11,31,19,11,9
15,3,7,23,22,16,4,6,6,18,19,13,5,12,0,6,3,1,4,2,2,1,9,2,12,6,1,2,11,32,5,11,3,0,8,8,1,1,37,50,0,1,12,3,31,11,1,19,7,6
61,64,59,62,56,63,58,63,64,60,68,65,64,63,62,61,59,65,64,66,60,61,62,60,64,64,63,65,63,62,60,62,62,63,60,65,60,57,63,61,60,62,64,58,64,64,62,61,61,62
100,10,20,100,80,50,100,5,5,40,20,30,20,0,50,50,10,10,15,40,20,15,14,10,10,30,25,10,40,0,30,70,15,20,100,20,5,70,80,20,20,0,60,15,30,40,60,40,20,10
21,4,14,24,24,22,29,19,15,9,20,21,12,29,36,42,8,10,9,9,15,28,11,14,11,17,23,13,23,46,9,18,11,8,26,15,10,30,18,19,17,24,63,5,40,17,24,16,10,15
20,15,10,20,30,15,45,15,10,30,30,10,10,15,40,35,15,10,10,20,20,20,9,21,10,20,15,20,30,60,10,30,10,5,30,25,10,60,80,20,10,20,60,30,55,9,20,40,10,5
0,10,20,0,30,20,29,0,20,12,30,30,5,17,25,30,9,6,12,7,20,25,7,17,12,20,0,9,15,50,10,20,12,10,30,20,0,0,70,15,15,15,25,0,0,17,40,50,5,20
19,17,7,34,28,32,42,45,39,26,41,65,9,15,91,80,21,41,18,17,41,64,35,38,22,14,63,26,21,66,11,41,15,26,78,40,20,69,72,36,10,17,89,31,66,48,40,32,12,30
0,15,10,5,18,5,10,17,0,4,9,11,3,0,4,0,10,0,0,0,9,4,4,8,24,5,6,8,9,3,3,3,4,0,5,10,0,0,32,6,0,12,0,0,20,21,10,0,15,19
11,0,0,35,20,70,11,0,5,24,8,0,0,0,65,19,3,0,3,0,60,25,0,25,0,0,15,0,9,8,8,10,19,50,40,0,12,25,90,10,6,0,30,5,30,9,15,35,8,20
29,10,27,25,30,31,50,30,19,20,25,20,20,19,25,35,15,18,10,25,17,20,15,35,19,37,25,14,15,15,18,22,30,40,41,35,8,50,40,60,14,15,30,21,30,20,22,35,10,19
55,10,15,20,40,40,35,35,10,50,20,35,20,15,45,70,20,25,20,25,45,25,10,35,20,15,25,7,35,60,25,30,10,15,55,15,25,10,50,10,1,1,40,45,40,20,30,30,15,25
20,4,11,5,9,0,59,3,50,5,20,10,2,11,20,9,9,30,10,7,80,0,21,20,40,10,9,70,15,60,20,1,0,0,0,40,1,40,62,20,0,0,84,0,40,27,61,39,10,0
19,20,6,30,62,20,100,14,10,20,40,40,51,10,32,39,4,19,5,9,15,21,41,9,23,11,21,19,9,20,20,26,19,9,41,20,4,4,82,20,6,5,31,20,58,10,10,20,5,9
40,10,27,40,30,40,14,36,20,25,27,40,25,36,22,51,12,24,37,39,51,4,35,26,51,20,9,2,43,88,19,40,40,25,50,5,20,91,100,100,19,45,61,30,81,45,40,14,45,25
10,2,9,10,15,10,10,8,10,2,10,20,10,14,14,30,6,10,10,4,15,14,5,7,3,10,3,5,10,50,10,4,5,5,25,40,4,23,70,12,5,5,20,5,15,10,81,10,2,10
21,13,15,50,40,30,25,41,0,29,25,25,10,0,57,80,0,15,26,16,26,10,11,24,39,51,48,19,30,61,9,0,15,19,45,28,11,66,23,7,0,0,76,40,60,37,0,60,5,0
15,15,15,50,27,69,100,35,18,25,23,15,24,19,29,91,14,20,20,25,23,60,19,45,30,30,70,29,35,43,20,57,21,10,60,40,20,59,70,29,20,20,23,37,60,15,15,40,10,30
10,7,14,30,24,32,31,12,12,23,16,10,11,12,18,31,9,14,7,12,8,9,8,15,6,17,10,10,19,33,7,16,8,4,37,22,7,82,35,24,14,12,92,2,19,23,16,22,6,11
59,18,22,57,43,82,68,30,31,51,52,51,41,18,63,75,35,23,46,45,57,52,31,26,25,24,88,22,41,42,34,40,46,57,90,64,30,66,66,51,22,40,70,39,33,54,30,42,33,30
60,13,0,0,5,35,10,5,0,14,4,0,0,0,20,5,0,4,0,0,45,0,1,0,20,5,30,0,5,3,4,20,9,2,4,30,0,9,20,0,20,0,60,4,0,0,20,15,5,10
40,10,10,1,20,1,1,10,1,1,20,5,9,15,1,20,1,1,20,9,10,20,20,1,1,10,1,1,20,45,10,1,5,1,1,1,5,20,70,1,1,1,1,1,20,20,1,20,30,1
30,10,30,40,25,70,90,25,24,15,50,25,10,25,30,50,25,15,10,15,27,30,10,25,10,25,40,10,40,50,20,30,25,40,40,50,10,60,91,60,20,15,60,15,40,40,50,45,20,20
30,12,4,59,39,62,20,23,30,41,20,60,13,10,29,60,61,21,11,22,71,39,26,20,37,29,30,24,29,80,15,91,43,5,100,15,20,60,100,18,5,7,81,54,82,28,10,27,18,13
26,7,9,18,20,49,45,16,2,17,25,10,5,10,5,41,11,20,14,5,26,45,13,29,20,29,8,6,15,72,20,18,8,15,23,26,4,55,67,35,3,3,59,39,24,13,21,18,10,13
25,2,7,5,15,5,60,5,15,5,10,25,1,25,15,35,6,8,10,8,7,20,40,10,6,5,19,1,2,60,5,10,1,5,45,15,4,0,35,40,0,0,40,1,1,30,10,20,2,5
29,7,16,20,30,29,100,23,23,19,23,20,7,20,36,40,9,9,19,4,23,19,22,21,15,21,30,25,77,55,5,9,15,17,61,22,6,30,100,22,9,22,61,13,28,25,29,20,14,16
24,5,4,18,29,19,34,9,24,13,31,18,9,0,23,38,3,8,10,8,8,13,15,14,8,10,2,19,10,23,15,19,14,3,26,36,9,18,71,82,8,3,42,15,41,25,31,25,8,1
51,5,20,4,4,30,20,0,3,0,30,0,4,15,0,11,0,0,1,9,5,0,15,7,3,10,0,6,10,41,2,0,0,20,0,9,0,20,0,20,1,0,10,0,0,55,20,16,5,11
8,5,10,18,13,20,15,7,3,9,19,15,9,6,5,29,10,15,6,6,9,11,15,8,5,5,2,10,14,31,13,20,6,4,9,9,2,25,40,5,3,2,9,9,5,1,5,10,5,5
6,21,7,11,31,8,62,14,17,7,6,10,3,10,16,44,15,8,12,5,13,22,5,23,15,22,6,20,13,20,13,18,15,20,23,25,6,25,10,5,3,14,7,10,53,5,15,18,4,14
18,12,9,25,55,33,45,32,14,15,29,15,20,11,17,40,9,14,14,28,19,40,21,20,9,24,20,9,25,19,12,24,20,17,30,29,8,39,59,12,11,9,30,14,19,20,26,20,15,29
34,8,10,20,14,35,30,14,10,24,25,11,9,10,2,28,5,10,9,10,24,32,6,10,4,40,40,30,46,14,4,61,20,21,40,40,15,35,20,50,22,23,61,20,51,33,30,51,30,40
5,4,14,8,18,38,15,15,10,5,10,9,5,17,10,19,5,5,5,5,10,33,14,10,5,12,14,2,15,40,3,5,5,5,20,15,4,36,82,8,2,1,16,9,19,24,19,13,13,15
27,15,14,33,10,51,0,7,20,20,30,10,12,15,10,40,20,20,17,20,30,13,5,30,25,12,51,40,20,40,10,40,25,20,60,5,0,10,46,35,12,20,51,20,60,20,20,40,36,40
19,10,9,19,24,20,25,20,8,20,25,10,20,10,20,30,15,15,7,14,20,15,9,30,10,30,25,14,25,34,25,24,20,12,40,14,15,15,45,17,16,15,35,6,30,15,35,20,15,15
65,4,10,9,14,9,34,10,14,14,15,9,8,9,30,14,5,9,10,3,19,25,9,9,24,24,29,10,25,45,4,24,9,4,45,14,19,19,59,20,4,5,18,9,24,45,15,25,19,4
31,9,30,49,51,34,29,20,30,29,19,16,7,19,30,51,51,17,13,41,21,26,49,51,23,34,31,41,41,70,17,71,50,11,72,41,15,71,24,51,21,14,51,16,51,17,13,37,16,10
7,3,0,2,5,65,55,22,34,3,49,1,1,19,62,5,43,1,14,51,40,68,64,9,18,71,47,43,3,19,41,2,15,1,40,75,23,1,72,24,0,0,9,0,26,13,64,35,35,23
20,5,20,5,40,20,30,5,10,40,20,40,5,20,40,30,10,5,10,3,10,20,5,20,10,20,30,60,10,10,5,30,20,10,70,30,1,99,100,6,5,20,60,10,100,15,30,20,5,4
75,8,22,65,80,67,85,27,18,64,28,66,32,15,43,56,25,20,12,26,31,27,28,62,45,35,25,22,23,44,7,42,25,38,70,55,10,95,98,70,15,12,75,42,65,65,27,67,45,24
29,12,0,0,22,41,72,10,9,0,19,16,11,0,41,32,0,9,9,6,10,11,0,12,10,20,0,6,31,41,8,3,0,10,61,30,0,51,21,0,0,31,20,21,0,15,15,20,10,1
32,24,11,33,23,30,76,25,12,26,35,13,13,11,34,40,50,21,18,17,20,20,19,33,26,31,94,25,27,27,26,55,30,22,70,39,15,60,86,36,45,25,28,55,33,20,65,22,15,23
76,78,77,76,85,76,84,77,86,78,79,85,76,77,79,83,79,76,76,75,78,78,83,85,76,80,77,86,81,78,78,76,77,78,79,78,81,78,80,80,79,78,76,81,78,84,79,75,75,78
17,6,12,22,40,35,60,15,15,17,17,17,10,12,45,35,10,10,7,10,20,20,25,18,30,30,12,15,45,88,20,30,25,4,40,30,10,40,67,25,4,20,35,20,45,33,30,28,12,25
16,6,5,15,20,10,35,1,0,15,10,10,3,1,15,10,15,5,10,5,20,10,5,17,7,3,0,20,10,20,3,18,20,5,21,30,0,50,30,35,1,0,30,30,40,10,15,10,10,2
30,10,0,20,20,12,25,10,5,15,0,0,5,0,5,30,18,0,10,0,20,25,0,0,32,15,0,13,10,25,9,13,30,0,23,20,0,35,60,0,0,13,13,0,20,25,0,20,10,0
34,0,10,25,10,25,30,5,30,10,15,10,25,10,10,19,2,15,5,10,25,20,10,30,5,15,20,5,20,15,15,10,0,15,25,30,30,20,25,15,31,15,25,6,30,25,15,15,10,10
37,6,41,46,40,67,57,43,12,25,12,53,19,41,29,65,20,30,25,27,19,52,20,30,33,34,77,44,23,84,31,82,20,18,38,91,9,5,19,92,16,30,33,39,48,36,33,31,28,38
25,30,15,40,40,45,60,15,10,20,40,55,15,20,25,75,10,30,10,30,5,15,30,45,17,20,10,15,50,40,35,40,15,10,35,80,20,40,80,60,20,40,30,15,60,40,15,20,10,20
6,1,9,5,9,17,19,3,4,6,17,4,5,4,10,17,1,6,2,7,9,6,7,20,4,4,4,4,7,19,11,8,1,1,19,12,0,2,17,7,0,0,15,3,0,16,4,16,1,5
40,8,9,62,29,30,88,15,9,17,23,10,10,13,25,70,30,31,25,34,35,15,25,25,51,23,20,10,30,56,30,42,30,21,50,24,0,20,71,13,1,65,70,9,65,30,40,19,12,15
25,5,30,5,20,20,25,5,5,20,30,5,10,10,40,80,10,20,10,20,40,30,10,5,40,10,15,20,10,60,10,50,5,5,30,20,15,0,70,10,40,0,25,40,50,0,20,40,30,10
35,15,15,40,70,55,80,55,35,35,50,40,20,20,60,80,35,10,15,10,45,45,30,50,10,65,55,25,40,36,10,60,55,25,70,35,15,80,88,45,30,30,60,35,50,40,20,30,15,40
46,9,3,61,30,40,0,9,41,0,30,6,0,0,62,60,8,0,9,10,40,19,9,0,30,19,0,2,0,10,40,0,20,0,40,67,0,10,20,17,0,0,0,9,0,0,44,51,9,9
30,4,5,20,5,40,20,5,3,15,10,25,3,5,25,25,5,10,15,6,25,20,15,20,10,20,5,10,15,20,6,10,5,10,40,30,3,40,60,30,10,5,35,10,30,10,10,20,5,10
5,7,19,12,11,14,30,10,10,23,7,8,7,6,14,26,10,20,12,8,15,8,23,13,23,17,14,14,42,60,18,26,30,20,20,26,8,10,30,17,4,6,63,23,41,55,32,12,17,13
15,28,25,30,46,58,23,34,35,30,60,21,25,28,61,75,41,21,26,20,42,26,26,61,10,38,36,14,37,29,39,58,29,29,59,42,5,77,72,65,42,19,80,39,61,41,31,42,19,43
10,2,0,7,4,12,16,5,3,3,3,5,0,3,18,12,11,4,3,2,6,10,3,15,1,8,3,0,20,20,5,0,11,2,10,12,7,9,5,5,6,0,25,15,30,0,11,11,5,3
28,10,20,20,42,40,25,24,10,13,40,31,24,20,25,59,14,15,14,20,24,34,16,27,9,31,17,5,29,30,14,18,31,41,10,19,5,5,29,20,5,15,30,12,60,20,15,24,22,8
26,6,22,62,51,60,41,16,23,40,49,51,18,13,62,29,33,28,17,19,21,30,22,33,29,21,34,27,24,30,25,40,29,28,26,20,22,30,51,31,24,36,18,24,21,21,30,48,20,21
20,6,15,20,25,30,20,20,15,30,10,20,20,20,15,30,13,10,10,15,25,25,20,20,30,30,25,10,13,30,10,25,20,20,30,25,20,50,50,20,0,15,50,20,50,20,30,30,5,15
40,15,20,60,40,60,30,20,19,45,20,55,45,39,80,45,30,30,20,20,40,40,40,40,20,40,45,40,60,70,30,30,20,20,70,60,15,45,70,61,20,40,70,60,40,40,30,60,30,30
89,14,21,76,19,81,19,25,25,6,40,10,24,21,75,32,76,14,15,12,5,32,35,61,83,16,42,27,35,22,37,20,11,11,66,61,12,27,81,79,11,11,88,34,20,27,66,42,31,19
29,21,36,82,39,43,89,30,27,14,57,48,29,25,49,79,12,38,33,17,13,55,22,59,33,59,90,40,46,57,38,39,35,38,81,69,23,82,100,90,25,15,86,45,96,88,59,60,30,87
25,15,10,31,35,35,40,25,26,35,10,25,21,10,39,36,15,21,13,18,40,31,20,60,42,19,15,25,35,19,20,35,50,40,41,33,13,56,100,20,13,10,66,20,76,35,31,45,15,55
0,30,20,0,40,10,5,0,0,0,10,15,10,25,0,70,15,1,15,18,10,0,0,10,10,10,0,20,25,60,9,45,0,0,30,20,15,10,40,0,0,0,30,10,40,30,25,10,10,0
18,3,9,60,24,33,25,9,5,16,30,19,6,8,18,28,5,6,7,4,25,9,8,19,26,23,20,11,30,60,10,19,25,14,24,20,11,19,41,57,18,10,70,10,10,12,12,45,11,15
5,5,5,3,7,10,20,0,4,9,11,5,15,0,23,20,10,10,16,6,0,25,0,10,10,14,5,15,20,13,20,19,8,0,30,12,10,22,10,6,0,0,15,15,25,20,4,15,10,17
23,9,21,40,69,41,66,38,37,19,23,17,11,30,65,26,19,19,16,12,10,25,16,37,26,20,17,36,59,33,18,28,28,23,76,60,9,18,20,60,16,23,67,24,67,32,22,41,18,10
10,4,14,9,59,25,50,9,20,20,29,21,5,20,14,30,13,15,7,12,25,25,17,15,9,20,17,25,59,70,4,29,9,25,58,27,8,69,75,19,4,9,59,3,40,25,19,30,8,23
14,22,17,41,47,93,45,13,11,71,34,35,39,12,66,35,15,18,10,15,35,25,15,29,4,27,26,14,21,63,24,32,34,21,100,19,7,85,96,60,36,13,84,33,65,19,65,67,17,17
42,10,20,40,25,40,31,30,30,36,20,33,21,26,40,64,10,31,20,20,30,35,10,30,31,30,35,15,50,61,32,41,20,20,46,31,15,70,100,28,15,35,41,41,51,40,25,35,25,26
0,1,0,60,3,1,10,0,2,20,0,5,0,0,0,5,7,10,0,0,0,15,15,15,40,1,0,0,1,0,3,15,10,0,4,20,0,0,60,0,0,15,0,5,0,30,1,41,10,0
65,10,12,51,20,65,70,30,25,40,20,35,14,20,50,40,9,17,8,25,30,24,20,40,40,35,40,20,60,60,15,29,35,15,55,40,25,60,90,51,20,40,75,35,55,30,25,45,10,30
21,15,8,49,37,18,33,32,9,17,32,23,11,12,22,75,30,68,26,10,26,11,12,43,31,33,18,13,20,75,19,51,20,74,21,31,11,61,100,80,15,18,30,20,55,22,15,15,12,37
62,73,33,23,80,40,31,69,7,20,94,15,7,71,83,29,21,9,14,59,31,2,7,0,9,35,5,8,21,72,27,3,43,5,29,43,63,2,71,30,9,66,32,31,2,10,74,42,45,4
40,7,0,9,19,14,19,20,20,0,20,10,21,0,0,40,3,0,12,14,25,0,3,9,8,0,10,0,9,0,13,8,19,9,13,21,0,0,50,0,15,0,0,0,51,19,18,0,9,30
14,13,7,44,39,39,14,6,6,19,30,43,18,9,10,24,10,10,6,19,11,13,17,20,9,18,30,36,15,20,19,19,16,32,60,15,14,30,37,40,19,10,72,61,29,51,14,25,6,10
70,15,18,55,51,40,80,24,15,25,35,30,15,20,75,20,35,25,15,40,55,25,75,10,10,60,10,25,48,51,30,40,40,20,75,35,24,70,60,20,15,35,70,20,51,75,30,48,10,20
30,10,15,80,25,60,60,20,20,30,35,20,15,15,40,75,15,30,20,15,40,40,10,30,15,25,51,25,30,80,10,70,30,20,40,50,20,60,90,60,20,20,80,40,70,70,41,25,15,60
18,4,8,30,20,20,31,18,18,14,20,11,10,18,41,13,10,20,7,10,17,20,7,15,22,17,10,10,19,14,12,15,16,9,21,29,10,29,30,29,20,10,20,19,19,19,37,14,10,8
0,20,55,70,91,15,0,0,10,45,85,20,10,20,0,70,30,25,15,1,45,0,45,5,50,10,70,55,55,65,20,25,5,7,30,30,5,15,60,65,0,0,60,4,0,0,75,15,40,0
30,10,20,100,20,60,30,0,30,40,30,25,10,10,0,20,20,30,20,10,12,50,20,20,20,20,20,0,30,60,15,30,20,10,60,60,0,20,30,0,25,0,50,20,30,50,50,20,40,20
31,16,11,41,16,31,36,21,12,11,21,10,11,11,11,56,16,11,11,11,21,31,11,16,16,26,31,21,31,31,11,5,11,26,41,21,11,26,71,21,26,21,21,11,31,31,11,31,26,51
1,4,2,30,35,9,9,10,2,5,31,14,15,11,17,30,14,5,14,9,4,11,10,19,3,19,7,5,30,35,22,14,0,15,25,29,10,15,41,9,1,9,9,5,0,26,30,14,9,5
75,0,26,30,40,50,70,0,15,13,30,20,5,16,24,40,34,30,12,0,82,0,43,16,81,0,25,30,84,75,50,68,20,0,0,10,19,30,100,0,67,80,73,50,62,76,66,71,20,0
63,18,15,58,63,45,79,13,4,9,61,7,9,46,63,57,17,26,41,16,24,59,75,39,70,19,58,59,62,85,29,86,10,37,41,29,20,27,100,19,36,18,89,29,38,66,42,51,56,64
35,30,15,40,20,25,30,20,15,30,10,25,10,12,25,51,10,10,10,10,15,15,20,15,40,10,30,16,20,35,10,15,0,9,30,15,10,30,30,40,8,12,51,12,75,75,20,15,8,15
31,9,25,31,40,19,79,12,14,30,39,40,11,18,29,71,10,10,10,23,27,49,9,9,51,19,97,6,36,92,22,21,11,9,52,51,17,74,91,39,0,11,60,43,78,20,41,10,18,27
40,5,5,10,15,5,30,10,40,0,25,5,0,0,20,30,20,0,20,5,10,60,10,40,40,5,70,5,40,30,25,30,0,0,5,0,0,5,80,5,20,0,40,30,40,30,1,10,10,60
5,3,5,80,10,5,10,5,0,20,20,25,10,0,25,65,5,1,9,5,10,25,15,25,0,10,7,5,5,15,12,15,3,4,20,0,1,75,75,30,0,2,55,15,40,15,5,5,2,5
14,15,20,19,35,30,36,25,19,39,20,25,13,14,39,30,13,15,10,24,40,41,24,30,20,30,19,18,29,59,14,25,29,15,25,29,14,20,80,25,14,14,40,18,72,15,29,29,9,20
45,14,19,29,51,10,45,21,30,50,19,5,10,20,19,45,20,3,20,25,60,20,9,40,61,40,4,21,45,71,25,61,31,5,10,30,3,25,70,9,45,19,75,45,25,60,30,35,25,4
20,15,8,40,19,19,35,15,0,19,25,25,15,15,30,70,19,30,8,13,10,60,19,6,86,19,0,9,47,60,21,25,9,9,20,34,15,55,82,4,0,6,15,13,37,66,9,25,7,20
10,13,14,15,10,50,15,30,20,20,29,15,11,29,6,30,10,19,22,8,30,15,20,40,29,40,3,4,50,35,28,50,27,26,59,34,5,30,31,50,4,2,10,25,53,20,40,39,37,23
20,4,20,5,10,5,70,5,0,5,30,20,10,5,10,60,5,15,25,3,40,10,5,40,20,20,60,2,10,40,40,0,10,10,5,40,20,30,5,0,10,0,40,10,10,20,30,20,10,40
74,70,69,77,37,70,80,66,63,62,70,78,44,35,69,35,44,41,63,66,62,39,65,60,71,36,63,65,70,72,74,67,71,65,77,73,70,70,74,74,39,32,64,76,67,70,35,71,34,42
20,5,5,25,30,30,30,0,15,30,0,5,2,10,25,20,0,0,5,25,15,5,15,10,3,21,5,10,50,55,5,20,10,10,25,40,25,25,10,15,0,10,20,20,25,35,30,15,5,10
30,13,10,40,30,13,15,0,15,24,20,34,16,0,37,25,5,0,8,10,5,15,8,0,7,10,0,20,19,10,20,12,0,9,67,15,0,81,71,0,15,0,55,0,35,22,4,20,14,0
5,3,2,0,42,40,0,0,40,3,20,4,3,4,20,26,8,1,6,5,9,1,3,20,3,49,2,3,25,81,2,1,2,2,71,18,0,1,90,4,1,2,8,1,14,5,19,37,7,0
5,5,15,70,10,20,35,10,5,25,5,1,5,10,35,20,10,10,10,5,10,35,10,25,35,20,60,10,15,25,20,40,25,5,40,40,1,20,50,25,1,1,40,5,15,25,45,25,3,20
0,10,0,0,9,10,10,8,0,10,25,0,10,4,46,26,22,19,10,6,23,20,11,6,15,15,10,5,20,55,1,30,15,5,30,12,9,30,40,0,15,0,60,5,40,20,15,45,20,19
6,1,0,7,5,14,15,13,5,1,12,5,1,0,7,10,13,2,5,5,5,15,2,15,10,4,2,20,11,25,10,5,10,9,15,9,5,15,8,2,20,16,5,15,5,13,10,30,20,6
35,10,10,85,30,25,51,40,30,40,75,14,10,10,30,50,30,25,25,24,10,13,20,40,8,15,15,20,9,36,8,20,40,35,24,28,5,80,76,25,14,29,41,30,30,40,46,30,19,19
18,18,23,53,42,46,20,21,30,25,20,43,26,17,78,33,20,36,22,25,18,36,55,42,42,17,0,4,24,33,21,35,13,35,45,35,0,5,75,25,19,0,25,25,49,35,48,34,5,33
70,15,28,61,61,39,38,7,25,29,61,61,17,16,65,59,30,14,19,29,63,18,18,59,15,58,61,18,29,66,35,23,9,17,70,67,23,18,62,30,0,0,64,11,64,25,57,36,27,25
30,20,0,35,25,80,20,10,30,40,25,10,15,0,50,75,30,15,55,40,45,10,10,45,50,15,70,26,35,30,5,35,20,45,25,35,15,65,100,65,10,10,80,55,20,40,40,65,25,60
57,13,21,51,29,51,77,18,19,9,44,30,24,41,51,67,12,25,30,26,30,40,14,44,9,25,34,19,51,82,20,20,30,24,62,44,19,71,61,40,25,39,51,75,72,61,18,30,34,30
25,10,25,60,30,25,25,10,0,25,25,25,5,10,25,50,10,10,20,5,25,40,5,25,20,20,35,35,30,75,15,25,10,10,25,20,5,50,80,50,15,0,30,20,50,20,30,15,15,50
21,10,20,33,41,29,45,28,25,16,30,36,20,25,35,65,18,13,25,34,10,29,15,51,36,46,28,10,12,63,23,13,17,62,59,27,20,20,64,45,30,29,53,23,55,29,13,35,23,13
31,0,0,22,50,0,20,0,0,0,33,1,0,0,25,40,0,0,4,15,15,1,26,35,14,0,36,0,25,80,0,25,0,0,45,20,0,1,20,0,0,0,49,0,0,35,1,1,1,0
